Year,Team,Finish,TourneyWins,Weekend,Seed,Tempo,AdjTempo,OE,AdjOE,DE,AdjDE,AdjEM,eFGPct,TOPct,ORPct,FTRate,OppeFGPct,OppTOPct,OppORPct,OppFTRate,FG2Pct,FG3Pct,FTPct,BlockPct,OppFG2Pct,OppFG3Pct,OppFTPct,OppBlockPct,FG3Rate,OppFG3Rate,ARate,OppARate,StlRate,OppStlRate
2002,2002 Winthrop,H. First Round,1,1,16,68.2128,65.6142,100.238,97.1532,94.6587,102.197,-5.04399,46.9902,21.1952,34.7349,39.9877,45.6467,21.2455,30.5263,40.694,47.642,30.5603,65.5914,11.6301,45.6625,30.4104,68.8372,9.8171,36.1794,33.817,49.037,51.8692,0.1108,0.0987
2002,2002 Wisconsin,G.Second Round,2,1,8,63.8016,63.0111,103.029,109.705,100.376,96.4136,13.2916,49.7531,19.8373,30.964,39.0123,51.4581,21.0833,30.4752,30.4982,47.6054,35.7639,71.8354,5.1925,51.1191,34.7826,68.7251,9.1954,35.5556,32.1385,55.6188,51.1258,0.0912,0.1002
2002,2002 Wyoming,G.Second Round,2,1,11,69.6172,69.059,105.365,108.19,97.0568,97.3391,10.8511,49.5546,20.4224,35.7622,48.5748,46.4348,18.7361,26.6726,37.6232,50.6349,30.8962,69.6822,10.4355,43.1389,36.2205,70.8783,8.8095,25.1781,29.4493,51.8856,53.8787,0.096,0.1068
2002,2002 Xavier,G.Second Round,2,1,7,66.8298,66.4403,108.351,111.243,93.2482,92.5336,18.7095,50.5485,20.2326,36.8371,45.3233,44.3972,20.0465,33.3611,26.2878,49.1942,35.6239,72.1019,10.6557,43.7407,30.6839,66.8687,8.7362,31.9284,28.7307,51.4801,51.9256,0.0986,0.0898
2003,2003 Alabama,H. First Round,1,1,10,66.4245,65.5541,103.59,110.57,97.9081,95.1017,15.468,47.5802,19.7695,37.5723,36.4186,47.5671,20.6019,32.2388,31.5658,47.1889,32.2183,71.2625,10.6768,46.2345,33.3935,71.5415,8.3871,34.3618,34.5602,50.6475,50.8955,0.0973,0.0801
2003,2003 Arizona,D. Elite Eight,4,2,1,76.3024,73.0165,110.852,115.311,91.5901,88.8866,26.4243,51.4922,19.0144,39.2726,36.8072,45.7652,21.696,32.204,26.949,50.8186,35.3488,70.9138,9.5506,44.6629,32.1101,64.2857,5.7299,30.5542,31.4726,58.4789,58.6288,0.1113,0.0817
2003,2003 Arizona St.,G.Second Round,2,1,10,69.5967,66.8633,108.307,113.116,98.4177,96.3758,16.7407,51.2662,19.5408,38.6157,45.3573,49.8852,21.7885,32.6896,37.3134,52.2054,31.9797,67.1216,10.6109,49.3569,34.1365,68.7692,9.0383,22.1722,28.5878,56.6038,56.1224,0.0757,0.0835
2003,2003 Auburn,F.Sweet 16,3,2,10,68.1467,66.7988,102.385,107.32,96.5955,94.4324,12.8881,51.8437,23.3848,36.8692,35.333,47.8377,22.8948,35.6834,29.5782,51.8139,34.6084,66.9782,13.8539,46.7674,33.1378,68.4116,7.7287,30.2146,36.4122,51.7119,52.8736,0.1149,0.1154
2003,2003 Austin Peay,H. First Round,1,1,13,66.9257,64.2385,102.385,101.166,99.1226,98.0055,3.16008,50.8219,22.4295,31.4564,45.8904,48.6588,20.3904,32.8522,32.252,50.8718,33.8144,68.9552,11.6742,46.4253,35.743,68.472,9.4359,33.2192,31.0667,56.5152,54.7033,0.102,0.1025
2003,2003 Butler,F.Sweet 16,3,2,12,59.6995,58.7876,113.482,115.085,99.9479,99.7088,15.3765,55.6487,17.3765,28.6805,32.5264,49.7273,19.97,34.5114,28.1818,53.4128,39.0988,71.7557,4.9028,48.6898,34.9036,66.2366,9.7508,42.7064,28.303,54.0682,42.8958,0.1037,0.0814
2003,2003 BYU,H. First Round,1,1,12,66.1048,65.663,109.293,110.537,95.6204,92.3283,18.2088,52.63,20.5256,34.3113,45.6469,45.6734,21.8468,29.5383,46.3742,49.0265,40.2672,73.9073,7.2566,44.4248,32.2896,70.0394,6.8142,31.6808,31.1395,55.9477,51.2744,0.1048,0.0816
2003,2003 California,G.Second Round,2,1,8,69.6353,66.1487,105.448,109.401,98.8111,95.8149,13.5863,52.0352,19.7701,32.8511,33.0583,49.5585,21.0058,31.8286,30.3532,50.3882,37.3585,68.0532,7.526,48.8754,33.8415,68.1818,6.4441,29.1529,36.2031,57.6151,63.1512,0.0934,0.0819
2003,2003 Central Michigan,G.Second Round,2,1,11,72.7987,71.9146,108.796,109.867,100.509,99.5025,10.3641,56.5974,25.2949,35.6253,46.9762,50.4185,22.4002,33.8297,37.3884,56.0842,38.4191,76.3329,8.7693,48.7841,37.0115,71.0448,7.9597,33.2315,24.2746,57.9075,45.6865,0.0993,0.1185
2003,2003 Cincinnati,H. First Round,1,1,8,67.404,66.3686,100.765,105.459,92.6958,90.1252,15.3334,43.668,15.7196,33.1418,34.9686,45.6975,20.584,31.8826,38.3964,39.8305,34.3805,69.0049,12.0192,42.5962,34.8178,66.893,7.3729,32.6868,32.2034,53.5232,56.0976,0.0773,0.0614
2003,2003 Colorado,H. First Round,1,1,10,71.8548,69.8746,104.476,109.283,97.2061,93.4129,15.8705,48.4176,19.4535,37.7897,38.7443,45.5941,17.4081,32.0199,29.604,48.201,32.716,66.9302,15.3515,42.8264,34.5048,68.3946,7.1283,24.8086,30.9901,48.7917,52.7675,0.0853,0.084
